,subject,nll,bic,model,w_p,eta,phi,wd,beta
42,42,235.6245024944479,498.3295069999179,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.3102143746386084,0.46726893167688793,1.880075181273913e-05,4.274355172223448,0.02259179317513207
