,subject,nll,bic,model,w_p,eta,phi,wd,beta
20,20,247.18708995133713,521.4546819136964,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.7572197852787855,0.12153626463915841,0.449149161324926,33.37783099316585,0.0
