,subject,nll,bic,model,w_p,eta,phi,wd,beta
19,19,229.5520439019507,486.18458981492347,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.5082553591712545,0.49106839615767606,4.8790636435655654e-05,24.12507502259497,0.5001074295956152
