,subject,nll,bic,model,w_p,eta,phi,wd,beta
38,38,243.97727537322282,515.0350527574677,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.5648899859104219,0.9911927145897821,0.0002077476029613592,25.215096376935506,2.4032228067572545e-12
