,subject,nll,bic,model,w_p,theta,lam,phi,beta
12,12,118.7291961585799,264.53889432818187,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-free,0.806418428967643,0.7717960785977516,0.447205639626753,0.4143753506581715,8.878626237487438
