,subject,nll,bic,model,w_p,theta,lam,phi,beta
16,16,91.30234995085345,209.685201912729,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-free,0.4709162675647378,0.6432804813610361,0.21003548777903797,0.3143933759843088,10.0
