,subject,nll,bic,model,w_p,theta,lam,phi,beta
43,43,145.63052637424548,318.34155475951303,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-free,0.2482611241832118,0.0,0.44254467351812987,0.4498809411838475,2.226388703958132
