,subject,nll,bic,model,alpha,gamma,eta,lam,beta
24,24,86.93501967483766,200.95054136069743,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.2570844266013821,1.0,0.9726028230675328,0.9630518020180496,1.1351063243139234
