,subject,nll,bic,model,alpha,gamma,eta,lam,beta
8,8,135.83391663252016,298.7483352760624,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.15446170388942262,1.0,0.031885846342902154,0.983430666884178,3.1191109677387256
