,subject,nll,bic,model,alpha,gamma,eta,lam,beta
14,14,151.52702697443965,330.1345559599014,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.4021238384849331,0.27,1.0,0.7821287446785068,1.4101039217416942
