,subject,nll,bic,model,alpha,gamma,eta,lam,beta
27,27,123.9865782723279,275.0536585556779,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.2409906523327403,1.0,0.9418730778885822,0.9463058043458928,1.2263248664760333
