,subject,nll,bic,model,alpha,gamma,eta,lam,beta
3,3,113.13932341993402,253.35914885089014,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.26532133477128717,0.27322112776908414,0.4114147855991349,0.9549203200066567,10.0
