,subject,nll,bic,model,w_p,eta,phi,beta
38,38,215.93124074896826,453.5268831067542,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.49722666703523244,1.0,0.0,1.0803784933344196
