,subject,nll,bic,model,w_p,eta,phi,beta
27,27,183.6917388441796,389.0478792971769,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.8135355261813537,1.0,0.033489490273267065,1.945899163524544
