,subject,nll,bic,model,w_p,eta,phi,beta
41,41,236.46834559119526,494.6010927912082,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.5805782826035717,1.0,0.0,0.42752619754979193
