,subject,nll,bic,model,w_p,eta,phi,beta
21,21,198.64986001129057,418.9641216313988,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.530611286645193,0.627041817749693,0.0,0.45644328889779134
