,subject,nll,bic,model,w_p,eta,phi,beta
31,31,91.09961912136501,203.8636398515477,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.9584885388215465,1.0,0.0,1.4441073502678794
