,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
23,23,114.63137291343335,267.1754486422976,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.22238970024022822,0.8372565168913848,0.6926778248224528,0.8947068077826787,1.404911173736652e-05,17.881700803977676,2.5036825463586427
