,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
43,43,147.5738488456294,333.06040050668975,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.2054383659751777,0.937083150066934,0.03221526865490052,0.8620161366888247,1.4613985647945032e-05,20.98282082395324,2.4780784057621803
