,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
5,5,93.28488347876265,224.48246977295625,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.9783208185526412,1.0,1.0,0.12113483329021248,8.820823775322862e-06,43.193886221069185,4.038946149538274
