,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
7,7,140.1056468274699,318.12399647037074,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.4128424490084682,0.7473164053571083,0.9520629218087182,0.9330209392844893,1.11681365028685e-05,13.255758302608783,1.693356110191567
