,subject,nll,bic,model,alpha,gamma,eta,phi,beta
7,7,140.2206867723974,307.5218755558169,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.7354467005348255,0.6665136246721498,0.45206194596326277,0.018835497379436857,0.304340829497346
