,subject,nll,bic,model,alpha,gamma,eta,phi,beta
24,24,101.76295471214213,230.60641143530637,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.2783341196333019,1.0,1.0,0.030859640554900522,0.7163665393435629
