,subject,nll,bic,model,alpha,gamma,eta,phi,beta
6,6,142.56178311724943,312.20406824552094,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.8630918118630713,0.8667841451668366,0.08015307430623372,0.0005632865544403644,0.8795785607507189
