,subject,nll,bic,model,alpha,gamma,eta,phi,beta
2,2,101.78765292323749,230.65580785749708,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.1471797589664764,1.0,1.0,0.016297718089083025,1.1527666713621854
