,subject,nll,bic,model,alpha,gamma,eta,phi,beta
20,20,82.25976642633916,191.60003486370042,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.26188890696352807,1.0,0.36359528006057007,0.013610586046215527,2.442370981615589
