,subject,nll,bic,model,alpha,gamma,lam,beta
12,12,160.58702592664463,342.83845346210694,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.29409453639688365,1.0,0.6340251806003616,2.294113268772734
