,subject,nll,bic,model,alpha,gamma,lam,beta
41,41,223.270387552546,468.2051767139097,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.7247375209510566,1.0,0.2634116002205613,0.209536213284586
