,subject,nll,bic,model,alpha,gamma,lam,beta
32,32,161.91163205452182,345.4876657178613,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,1.1484379591208431,1.0,0.8055909081858984,0.08356724438731404
