,subject,nll,bic,model,alpha,gamma,lam,beta
38,38,166.26265698111945,354.1897155710566,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.8298238522393689,0.77518490159233,0.5122249794051813,0.7670472253956967
