,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
22,22,144.9129201193512,322.32244265192895,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,0.1710827489757301,1.0,1.0,0.7121228311570085,0.02778890487156126,0.8647390591750104
