,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
23,23,102.93129237343514,238.3591871600968,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,1.2422585481955977,1.0,0.15987724099616374,0.8238281709512911,0.03648386230211559,0.4302381453145341
