,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
13,13,85.85587335741499,204.2083491280565,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,0.7139473553148681,0.8989716739953992,1.0,0.8156896649958565,0.04546691437514493,0.2285310057332653
