,subject,nll,bic,model,alpha,gamma,lam,phi,beta
8,8,157.00826291367622,341.0970278383745,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-free,0.16828731389783733,1.0,0.593954549437049,0.03855809004337272,3.0385683560605847
