,subject,nll,bic,model,alpha,gamma,lam,phi,beta
30,30,120.26926481575231,267.6190316425267,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-free,0.3145890939274473,1.0,0.7992484976840378,0.0,1.754811364320304
