,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
43,43,220.79337820507388,490.3316600299875,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.7269701791442638,0.4196325051249111,3.702812015361207e-05,0.9573979135291135,0.0,0.41951825721657304,50.0,0.7174603126078269,10.0
