,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
12,12,114.58984067695798,277.9245849737557,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.25431591009197685,1.0,1.0,0.7779650613936393,0.7880161177440781,0.00033492429789802136,28.055916287096593,0.17916706651029185,2.0784127919263673
