,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
15,15,132.21575491003136,313.1764134399025,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.23502842907359808,1.0,0.9007559343691087,0.7786694378732121,0.33460987549462495,0.00034734801805634503,43.04259363713715,0.878135160092008,3.3366216888289553
