,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
9,9,49.81882193525138,148.38254749034255,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.23118292471267612,1.0,0.8184027044861636,0.8643147615676201,0.0,0.0010230627197605464,35.517338388188016,0.04833011499637243,10.0
