,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
12,12,118.72294791956203,269.94249825235056,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-gaze-dependent,0.8066082531281733,1.0,0.7712972222279435,0.8574267286173969,0.015895000724424995,8.785407942813103
