,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
18,18,109.65541475862261,251.80743193047175,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-gaze-dependent,0.6928648659598028,1.0,0.8499795506599043,0.851628040401797,0.0,9.999503121822974
