,subject,nll,bic,model,w_p,eta,lam,beta
12,12,174.18983499278482,370.04407159438733,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.7830618507192169,1.0,0.8330854588239225,10.0
