,subject,nll,bic,model,w_p,eta,lam,beta
37,37,209.45996358835714,440.58432878553197,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.6408531939946339,1.0,0.7183908572462616,10.0
