,subject,nll,bic,model,w_p,eta,lam,beta
20,20,124.88468642026143,271.43377444934055,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.8088599547816117,1.0,0.9180856240152772,10.0
