,subject,nll,bic,model,w_p,eta,lam,beta
6,6,151.0211938642381,323.7067893372939,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.4929209844833664,0.9879970885751043,0.861740336656478,10.0
