,subject,nll,bic,model,w_p,eta,lam,beta
31,31,72.3355291886105,166.33545998603867,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.9595439140215909,1.0,0.8941543850963978,10.0
