,subject,nll,bic,model,w_p,eta,lam,beta
36,36,179.2829522989494,380.2303062067165,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-none,0.8643125050628072,1.0,0.972462388141845,3.3576176497462784
