Intercept,dwell_decoy_z,is_attraction,dwell_decoy_z:is_attraction,sd
-0.25062110902028095,-0.30307652745413943,0.2803881688385686,0.8173486446428699,0.958680974910083
0.005522878863681555,0.05255154633955943,-0.012618411222871963,0.1342449412257318,0.9724974734335395
-0.34920841174697387,-0.3228834455419858,0.5345482122202054,0.721141910657789,0.9065066368044016
-0.23400306119344036,-0.6256533042585021,0.39590148307331635,0.8914683844613456,1.002437750506048
-0.33138925276006714,-0.5284282267378034,0.2287631884867131,0.9938035357390603,0.9497540924604336
-0.2683401844737216,-0.5198205205893918,0.46004013543760536,0.9559758405475325,0.9828187688269864
-0.4555811841450101,-0.16098965150771996,0.6440485982170355,0.5884259530472771,1.07189055519719
0.12054559974242458,-0.2518776595467695,0.028154691271011962,0.47464376743488135,0.9461841371499284
-0.2150886807913744,-0.15025180116437856,0.022927453601694372,0.727773081199913,1.0042090171401832
-0.4454540586500575,-0.15969925244137956,0.4182676732484669,0.5932872699028111,0.8690805838091173
-0.39408237870035395,-0.26224361243606675,0.43527847976866363,0.6385190944864642,0.8802549635413454
-0.07427946116173245,-0.14197151974722455,0.005493494524549929,0.38261621440170346,1.0556368577374566
-0.15991397386684164,-0.01189266475200728,0.05089429831417104,0.41032808904546864,0.9064021701728692
-0.4481809273334447,-0.39388935298776373,0.36976689035574134,0.8088541822835137,1.0047784426899766
-0.20624281564892594,-0.48415380971899724,0.43581884625226286,0.698249189473063,0.9278483725976318
-0.20624281564892594,-0.48415380971899724,0.43581884625226286,0.698249189473063,0.9278483725976318
-0.20541330886024875,-0.10012676003706557,0.5385169369913216,0.5757276741702955,1.0758711402087888
-0.4808398087385831,-0.4357566310294769,0.5412615583883972,0.7084524052628431,0.8574510888537102
-0.578953530353959,-0.27406932773292464,0.6882861519934116,0.6444041075809909,0.9153753367361306
-0.39872849352132794,-0.01360342466152524,0.46798959519269007,0.3129195449913734,0.932764999790207
-0.2993655895535188,-0.15335494646699735,0.4101517056929364,0.3260013056606968,0.9792834838255688
-0.2986448063506529,-0.16186707435639436,0.44570101535258366,0.4205406630449513,0.9177893895285651
-0.2897073183864344,-0.3652669063738832,0.294931214604087,0.7282868640143672,0.9839420309473483
-0.32979805767948706,-0.4991597049467973,0.5234905366061096,0.7932878217939607,0.9800767136233839
-0.3189924020648222,-0.3643360983854381,0.30522820634712644,0.6482331367634895,0.946836653522348
-0.0172710963622261,-0.2050773267029452,0.08627225709296671,0.621980209274504,1.022194162790158
-0.12489757512283188,-0.37097503991691577,0.09450584239111022,0.7352012076751332,0.974292926936662
-0.31837468616370923,-0.05923059983830755,0.39958369514927833,0.2824090360076037,0.8706584397954404
-0.17910699945652594,0.04937461837483403,0.04808899994266035,0.2679680953376461,0.9178007773359539
-0.23050813132096848,-0.11700124448992073,0.5440993507659627,0.5437212525291398,1.1532242964944122
-0.3948531269719156,-0.10279856708502702,0.44635275788089757,0.4312983899001042,1.0129909713259488
-0.2792656549966395,0.06696685935069388,0.7972428631980691,0.14150504778283052,0.9726548525911344
