,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
0,0,109.85729622537605,252.21119486397862,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-free,0.44427998672403446,0.5791436500992346,0.5572259250186855,0.2893692845029734,0.0,1.9181439151795021
