,subject,nll,bic,model,w_p,lam,phi,beta
4,4,163.7953533145162,349.2551082378501,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.6888160875930543,0.7309071981743124,0.0,1.5876060605741618
