,subject,nll,bic,model,w_p,lam,phi,beta
13,13,94.42785187974204,210.52010536830176,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.6661759940646275,0.8526441664670794,0.0,1.9858646312430506
