,subject,nll,bic,model,w_p,eta,lam,phi,beta
20,20,60.614049676861256,148.30860136474462,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,1.0,1.0,0.025206415122845247,0.0,4.999254737972638
