,subject,nll,bic,model,w_p,eta,lam,phi,beta
18,18,133.52642781417035,294.13335763936277,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.6873445161710932,1.0,0.9891898131460771,0.0,3.3134386820999797
