,subject,nll,bic,model,w_p,eta,lam,phi,beta
17,17,138.52665276541714,304.13380754185636,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.6674031736207992,1.0,0.9312027988353492,0.0,2.8483941097582584
