,subject,nll,bic,model,alpha,gamma,eta,beta
8,8,168.76343830382814,359.19127821647396,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.16690548763835178,1.0,0.013330418510899385,1.836352098234252
