,subject,nll,bic,model,alpha,gamma,eta,beta
42,42,233.3716231891047,488.4076479870271,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.5586451834705564,0.5311440393527516,1.0,0.06608927946938942
