,subject,nll,bic,model,alpha,gamma,eta,beta
9,9,171.30348286982093,364.27136734845953,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.26504313064787066,1.0,0.8600324547335525,0.5052716028369917
