,subject,nll,bic,model,alpha,gamma,eta,beta
43,43,230.79101694909792,483.24643550701353,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,1.0260430433272671,1.0,0.013273067763333929,2.469133063070502
