,subject,nll,bic,model,alpha,gamma,eta,beta
41,41,234.97820045551967,491.620802519857,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.6871131876705731,1.0,1.0,0.02420672323404881
