,subject,nll,bic,model,alpha,gamma,eta,beta
11,11,180.02498582218738,381.71437325319243,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.3083874981682924,1.0,0.011865057796701203,2.105062914890198
