,subject,nll,bic,model,alpha,gamma,eta,beta
21,21,169.85107722798566,361.366556064789,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.46755088458720345,0.45334675760638377,1.0,0.19985568560995676
