,subject,nll,bic,model,alpha,gamma,eta,beta
35,35,198.33011024224197,418.3246220933016,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.27233078093049756,1.0,0.20335805411008379,0.5339340239994079
