,subject,nll,bic,model,alpha,gamma,eta,beta
34,34,185.8441431519248,393.3526879126673,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.653504019292624,0.8352404548730983,1.0,0.0540462214812277
