,subject,nll,bic,model,alpha,gamma,eta,beta
17,17,195.57296977057115,412.81034114996,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.3843267328589783,0.7338899048550823,1.0,0.2529868790040629
